TotalVisits,Total Time Spent on Website,Page Views Per Visit,EngagementScore,TimePerVisit,Lead Source,Do Not Email,Do Not Call,Converted,PredictedProbability,Priority
1.0,427,1.0,1.0,213.5,Direct Traffic,No,No,0,0.2435,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
9.0,214,3.0,27.0,21.4,Organic Search,No,No,1,0.8313999999999999,High Priority
2.0,1497,2.0,4.0,499.0,Direct Traffic,No,No,0,0.619,Medium Priority
2.0,1155,2.0,4.0,385.0,Direct Traffic,No,No,0,0.505,Medium Priority
2.0,19,2.0,4.0,6.333333333333333,Direct Traffic,No,No,0,0.12633333333333333,Low Priority
2.0,7,2.0,4.0,2.3333333333333335,Direct Traffic,No,No,0,0.12233333333333334,Low Priority
2.0,104,2.0,4.0,34.666666666666664,Google,Yes,No,0,0.15466666666666667,Low Priority
6.0,1040,6.0,36.0,148.57142857142858,Google,No,No,1,1.0,High Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
4.0,76,2.0,8.0,15.2,Google,No,No,0,0.2552,Low Priority
6.0,298,6.0,36.0,42.57142857142857,Organic Search,No,No,1,1.0,High Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Welingak Website,No,No,1,0.0,Low Priority
2.0,833,2.0,4.0,277.6666666666667,Google,Yes,No,1,0.39766666666666667,Low Priority
2.0,855,2.0,4.0,285.0,Direct Traffic,No,No,1,0.405,Medium Priority
3.0,1553,3.0,9.0,388.25,Google,No,No,1,0.65825,Medium Priority
5.0,1208,5.0,25.0,201.33333333333334,Organic Search,No,No,1,0.9513333333333334,High Priority
3.0,1395,1.5,4.5,348.75,Google,No,No,0,0.48375,Medium Priority
2.0,1499,1.0,2.0,499.6666666666667,Google,No,No,1,0.5596666666666668,Medium Priority
5.0,636,2.5,12.5,106.0,Google,No,No,0,0.481,Medium Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
6.0,240,6.0,36.0,34.285714285714285,Google,No,No,0,1.0,High Priority
3.0,125,3.0,9.0,31.25,Google,No,No,0,0.30125,Low Priority
3.0,184,1.5,4.5,46.0,Direct Traffic,No,No,0,0.181,Low Priority
5.0,39,5.0,25.0,6.5,Google,No,No,0,0.7565,High Priority
2.0,541,2.0,4.0,180.33333333333334,Google,No,No,0,0.30033333333333334,Low Priority
3.0,506,1.5,4.5,126.5,Direct Traffic,No,No,0,0.2615,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Reference,No,No,1,0.0,Low Priority
3.0,714,3.0,9.0,178.5,Google,No,No,1,0.4485,Medium Priority
0.0,0,0.0,0.0,0.0,Olark Chat,Yes,No,0,0.0,Low Priority
4.0,984,2.0,8.0,196.8,Google,No,No,1,0.43679999999999997,Medium Priority
4.0,28,4.0,16.0,5.6,Google,No,No,0,0.4856,Medium Priority
18.0,1569,4.5,81.0,82.57894736842105,Organic Search,No,No,1,1.0,High Priority
3.0,491,1.5,4.5,122.75,Google,No,No,0,0.25775000000000003,Low Priority
3.0,881,1.5,4.5,220.25,Google,No,No,1,0.35525,Low Priority
5.0,954,1.67,8.35,159.0,Google,No,No,1,0.4095,Medium Priority
0.0,0,0.0,0.0,0.0,Reference,No,No,1,0.0,Low Priority
2.0,1152,2.0,4.0,384.0,Google,No,No,0,0.504,Medium Priority
2.0,1392,2.0,4.0,464.0,Google,No,No,1,0.5840000000000001,Medium Priority
3.0,1557,3.0,9.0,389.25,Organic Search,No,No,1,0.65925,Medium Priority
2.0,76,2.0,4.0,25.333333333333332,Direct Traffic,No,No,0,0.14533333333333331,Low Priority
0.0,0,0.0,0.0,0.0,Reference,No,No,1,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,Yes,No,1,0.0,Low Priority
4.0,113,4.0,16.0,22.6,Google,No,No,0,0.5025999999999999,Medium Priority
1.0,1076,1.0,1.0,538.0,Olark Chat,No,No,1,0.5680000000000001,Medium Priority
6.0,63,6.0,36.0,9.0,Google,No,No,0,1.0,High Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Reference,No,No,1,0.0,Low Priority
3.0,512,3.0,9.0,128.0,Google,No,No,1,0.398,Low Priority
3.0,224,3.0,9.0,56.0,Direct Traffic,No,No,0,0.326,Low Priority
3.0,231,3.0,9.0,57.75,Direct Traffic,No,No,0,0.32775000000000004,Low Priority
4.0,422,4.0,16.0,84.4,Google,No,No,0,0.5644,Medium Priority
6.0,1343,3.0,18.0,191.85714285714286,Direct Traffic,No,No,1,0.7318571428571429,High Priority
3.0,1117,1.5,4.5,279.25,Google,No,No,1,0.41425,Medium Priority
2.0,230,2.0,4.0,76.66666666666667,Google,No,No,1,0.19666666666666666,Low Priority
5.0,908,5.0,25.0,151.33333333333334,Organic Search,No,No,1,0.9013333333333333,High Priority
2.0,179,2.0,4.0,59.666666666666664,Direct Traffic,No,No,1,0.17966666666666667,Low Priority
2.0,200,2.0,4.0,66.66666666666667,Google,No,No,0,0.18666666666666668,Low Priority
3.0,1360,1.5,4.5,340.0,Google,No,No,1,0.47500000000000003,Medium Priority
2.0,1165,2.0,4.0,388.3333333333333,Google,No,No,1,0.5083333333333333,Medium Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
6.0,1121,2.0,12.0,160.14285714285714,Direct Traffic,No,No,1,0.5201428571428571,Medium Priority
2.0,1579,2.0,4.0,526.3333333333334,Direct Traffic,No,No,1,0.6463333333333334,Medium Priority
2.0,138,2.0,4.0,46.0,Google,No,No,0,0.16599999999999998,Low Priority
4.0,48,4.0,16.0,9.6,Direct Traffic,No,No,0,0.4896,Medium Priority
4.0,113,4.0,16.0,22.6,Google,No,No,0,0.5025999999999999,Medium Priority
2.0,942,2.0,4.0,314.0,Direct Traffic,No,No,1,0.434,Medium Priority
5.0,61,5.0,25.0,10.166666666666666,Organic Search,No,No,0,0.7601666666666667,High Priority
3.0,21,3.0,9.0,5.25,Direct Traffic,No,No,0,0.27525,Low Priority
13.0,254,3.25,42.25,18.142857142857142,Google,No,No,0,1.0,High Priority
3.0,505,3.0,9.0,126.25,Direct Traffic,No,No,0,0.39625,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
4.0,1874,4.0,16.0,374.8,Google,No,No,1,0.8548,High Priority
9.0,1208,9.0,81.0,120.8,Organic Search,No,No,0,1.0,High Priority
5.0,788,5.0,25.0,131.33333333333334,Direct Traffic,No,No,1,0.8813333333333333,High Priority
2.0,71,2.0,4.0,23.666666666666668,Direct Traffic,No,No,1,0.14366666666666666,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
6.0,788,6.0,36.0,112.57142857142857,Organic Search,No,No,1,1.0,High Priority
5.0,285,5.0,25.0,47.5,Organic Search,No,No,0,0.7975,High Priority
2.0,1008,2.0,4.0,336.0,Direct Traffic,No,No,1,0.456,Medium Priority
0.0,0,0.0,0.0,0.0,Reference,No,No,1,0.0,Low Priority
1.0,471,1.0,1.0,235.5,Direct Traffic,No,No,0,0.2655,Low Priority
3.0,117,3.0,9.0,29.25,Direct Traffic,No,No,0,0.29925,Low Priority
7.0,1186,2.33,16.310000000000002,148.25,Olark Chat,No,No,1,0.6375500000000001,Medium Priority
9.0,296,9.0,81.0,29.6,Organic Search,No,No,0,1.0,High Priority
4.0,526,4.0,16.0,105.2,Google,No,No,0,0.5851999999999999,Medium Priority
2.0,31,2.0,4.0,10.333333333333334,Direct Traffic,No,No,0,0.13033333333333333,Low Priority
4.0,754,2.0,8.0,150.8,Direct Traffic,No,No,1,0.39080000000000004,Low Priority
2.0,189,2.0,4.0,63.0,Google,No,No,1,0.183,Low Priority
2.0,369,2.0,4.0,123.0,Google,No,No,1,0.243,Low Priority
1.0,42,1.0,1.0,21.0,Direct Traffic,No,No,1,0.051000000000000004,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
11.0,608,11.0,121.0,50.666666666666664,Organic Search,No,No,1,1.0,High Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
11.0,1236,11.0,121.0,103.0,Direct Traffic,No,No,0,1.0,High Priority
6.0,1689,6.0,36.0,241.28571428571428,Referral Sites,No,No,1,1.0,High Priority
4.0,322,4.0,16.0,64.4,Direct Traffic,No,No,0,0.5444,Medium Priority
6.0,1408,3.0,18.0,201.14285714285714,Direct Traffic,No,No,1,0.7411428571428572,High Priority
2.0,59,2.0,4.0,19.666666666666668,Google,No,No,0,0.13966666666666666,Low Priority
0.0,0,0.0,0.0,0.0,Welingak Website,No,No,1,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
8.0,550,2.67,21.36,61.111111111111114,Organic Search,No,No,0,0.701911111111111,High Priority
2.0,963,2.0,4.0,321.0,Direct Traffic,No,No,0,0.441,Medium Priority
2.0,923,1.0,2.0,307.6666666666667,Google,No,No,1,0.3676666666666667,Low Priority
4.0,1121,4.0,16.0,224.2,Organic Search,No,No,1,0.7041999999999999,High Priority
6.0,1366,6.0,36.0,195.14285714285714,Google,No,No,1,1.0,High Priority
2.0,77,2.0,4.0,25.666666666666668,Direct Traffic,No,No,0,0.14566666666666667,Low Priority
5.0,274,2.5,12.5,45.666666666666664,Olark Chat,No,No,0,0.4206666666666667,Medium Priority
4.0,446,1.33,5.32,89.2,Direct Traffic,No,No,0,0.2488,Low Priority
2.0,972,1.0,2.0,324.0,Google,No,No,1,0.384,Low Priority
0.0,0,0.0,0.0,0.0,Welingak Website,No,No,1,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
7.0,252,2.33,16.310000000000002,31.5,Direct Traffic,No,No,0,0.5208,Medium Priority
3.0,1346,3.0,9.0,336.5,Direct Traffic,No,No,1,0.6065,Medium Priority
2.0,1108,2.0,4.0,369.3333333333333,Google,No,No,1,0.48933333333333334,Medium Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
2.0,1606,2.0,4.0,535.3333333333334,Google,No,No,1,0.6553333333333333,Medium Priority
5.0,1209,5.0,25.0,201.5,Google,No,No,0,0.9515,High Priority
3.0,315,3.0,9.0,78.75,Google,No,No,0,0.34875,Low Priority
6.0,1552,1.5,9.0,221.71428571428572,Google,No,No,1,0.49171428571428577,Medium Priority
5.0,88,1.67,8.35,14.666666666666666,Direct Traffic,No,No,0,0.26516666666666666,Low Priority
4.0,185,4.0,16.0,37.0,Google,No,No,0,0.517,Medium Priority
2.0,485,2.0,4.0,161.66666666666666,Google,No,No,1,0.2816666666666666,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
8.0,103,2.67,21.36,11.444444444444445,Direct Traffic,No,No,1,0.6522444444444444,Medium Priority
2.0,816,2.0,4.0,272.0,Direct Traffic,No,No,1,0.392,Low Priority
3.0,1319,3.0,9.0,329.75,Google,No,No,1,0.59975,Medium Priority
3.0,240,3.0,9.0,60.0,Google,No,No,0,0.33,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
5.0,286,5.0,25.0,47.666666666666664,Google,No,No,0,0.7976666666666666,High Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Welingak Website,No,No,1,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Welingak Website,No,No,1,0.0,Low Priority
2.0,2020,2.0,4.0,673.3333333333334,Google,No,No,1,0.7933333333333333,High Priority
3.0,212,3.0,9.0,53.0,Direct Traffic,No,No,0,0.323,Low Priority
2.0,880,2.0,4.0,293.3333333333333,Google,No,No,1,0.41333333333333333,Medium Priority
5.0,1369,2.5,12.5,228.16666666666666,Google,Yes,No,0,0.6031666666666666,Medium Priority
3.0,172,3.0,9.0,43.0,Google,No,No,0,0.313,Low Priority
2.0,14,2.0,4.0,4.666666666666667,Google,No,No,0,0.12466666666666666,Low Priority
2.0,861,2.0,4.0,287.0,Google,No,No,1,0.40700000000000003,Medium Priority
0.0,0,0.0,0.0,0.0,Welingak Website,No,No,1,0.0,Low Priority
2.0,640,1.0,2.0,213.33333333333334,Google,No,No,1,0.2733333333333333,Low Priority
3.0,580,1.5,4.5,145.0,Direct Traffic,No,No,0,0.28,Low Priority
2.0,1603,2.0,4.0,534.3333333333334,Direct Traffic,No,No,0,0.6543333333333334,Medium Priority
3.0,1459,3.0,9.0,364.75,Google,No,No,1,0.63475,Medium Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
3.0,359,3.0,9.0,89.75,Google,No,No,1,0.35975,Low Priority
5.0,100,5.0,25.0,16.666666666666668,Direct Traffic,No,No,1,0.7666666666666667,High Priority
3.0,423,3.0,9.0,105.75,Google,No,No,1,0.37575000000000003,Low Priority
0.0,0,0.0,0.0,0.0,Reference,No,No,1,0.0,Low Priority
2.0,1520,2.0,4.0,506.6666666666667,Google,No,No,1,0.6266666666666667,Medium Priority
4.0,1360,4.0,16.0,272.0,Google,No,No,1,0.752,High Priority
2.0,2,2.0,4.0,0.6666666666666666,Direct Traffic,No,No,0,0.12066666666666666,Low Priority
5.0,294,5.0,25.0,49.0,Organic Search,No,No,0,0.799,High Priority
4.0,1261,4.0,16.0,252.2,Google,No,No,1,0.7322,High Priority
3.0,135,1.5,4.5,33.75,Olark Chat,No,No,0,0.16875,Low Priority
4.0,1805,4.0,16.0,361.0,Google,No,No,0,0.841,High Priority
4.0,110,2.0,8.0,22.0,Google,No,No,0,0.262,Low Priority
3.0,42,1.5,4.5,10.5,Direct Traffic,No,No,0,0.14550000000000002,Low Priority
0.0,0,0.0,0.0,0.0,Reference,No,No,1,0.0,Low Priority
5.0,45,5.0,25.0,7.5,Organic Search,No,No,0,0.7575,High Priority
1.0,866,1.0,1.0,433.0,Google,Yes,No,0,0.46299999999999997,Medium Priority
7.0,938,7.0,49.0,117.25,Google,No,No,1,1.0,High Priority
8.0,397,2.0,16.0,44.111111111111114,Google,No,No,0,0.5241111111111111,Medium Priority
5.0,1084,5.0,25.0,180.66666666666666,Organic Search,No,No,1,0.9306666666666666,High Priority
6.0,148,3.0,18.0,21.142857142857142,Google,Yes,No,0,0.5611428571428572,Medium Priority
2.0,1345,2.0,4.0,448.3333333333333,Google,No,No,1,0.5683333333333334,Medium Priority
4.0,1709,4.0,16.0,341.8,Direct Traffic,No,No,1,0.8218,High Priority
4.0,1588,4.0,16.0,317.6,Google,No,No,1,0.7976000000000001,High Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
3.0,533,1.5,4.5,133.25,Direct Traffic,No,No,0,0.26825,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
2.0,1288,2.0,4.0,429.3333333333333,Google,No,No,0,0.5493333333333333,Medium Priority
6.0,95,2.0,12.0,13.571428571428571,Direct Traffic,No,No,0,0.37357142857142855,Low Priority
4.0,12,1.33,5.32,2.4,Google,No,No,0,0.162,Low Priority
11.0,1054,2.75,30.25,87.83333333333333,Organic Search,No,No,1,0.9953333333333333,High Priority
4.0,664,2.0,8.0,132.8,Direct Traffic,No,No,1,0.3728,Low Priority
3.0,336,1.5,4.5,84.0,Google,No,No,0,0.21900000000000003,Low Priority
2.0,291,2.0,4.0,97.0,Direct Traffic,No,No,0,0.217,Low Priority
4.0,1688,4.0,16.0,337.6,Google,No,No,1,0.8176,High Priority
10.0,1467,10.0,100.0,133.36363636363637,Google,No,No,1,1.0,High Priority
8.0,419,8.0,64.0,46.55555555555556,Organic Search,No,No,0,1.0,High Priority
4.0,427,4.0,16.0,85.4,Google,No,No,1,0.5654,Medium Priority
5.0,294,5.0,25.0,49.0,Google,No,No,0,0.799,High Priority
6.0,529,3.0,18.0,75.57142857142857,Google,No,No,0,0.6155714285714287,Medium Priority
2.0,1296,2.0,4.0,432.0,Google,No,No,1,0.552,Medium Priority
2.0,139,1.0,2.0,46.333333333333336,Olark Chat,No,No,0,0.10633333333333334,Low Priority
3.0,1683,3.0,9.0,420.75,Google,No,No,1,0.69075,Medium Priority
1.0,254,1.0,1.0,127.0,Google,No,No,0,0.157,Low Priority
3.0,1223,3.0,9.0,305.75,Direct Traffic,No,No,1,0.57575,Medium Priority
2.0,940,2.0,4.0,313.3333333333333,Direct Traffic,No,No,1,0.4333333333333333,Medium Priority
5.0,9,5.0,25.0,1.5,Google,No,No,0,0.7515,High Priority
2.0,270,2.0,4.0,90.0,Direct Traffic,No,No,0,0.21,Low Priority
5.0,1323,2.5,12.5,220.5,Google,No,No,1,0.5955,Medium Priority
4.0,469,4.0,16.0,93.8,Google,No,No,0,0.5738,Medium Priority
6.0,326,3.0,18.0,46.57142857142857,Google,No,No,0,0.5865714285714286,Medium Priority
4.0,45,4.0,16.0,9.0,Google,No,No,0,0.489,Medium Priority
6.0,1975,6.0,36.0,282.14285714285717,Google,No,No,1,1.0,High Priority
4.0,1064,4.0,16.0,212.8,Google,No,No,0,0.6928,Medium Priority
6.0,1681,6.0,36.0,240.14285714285714,Google,No,No,1,1.0,High Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
2.0,1545,2.0,4.0,515.0,Direct Traffic,No,No,1,0.635,Medium Priority
20.0,1165,2.5,50.0,55.476190476190474,Direct Traffic,No,No,0,1.0,High Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
5.0,71,5.0,25.0,11.833333333333334,Google,No,No,0,0.7618333333333334,High Priority
6.0,1152,3.0,18.0,164.57142857142858,Google,No,No,0,0.7045714285714286,High Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
1.0,211,1.0,1.0,105.5,Direct Traffic,No,No,0,0.1355,Low Priority
4.0,367,4.0,16.0,73.4,Google,No,No,0,0.5534,Medium Priority
2.0,942,2.0,4.0,314.0,Google,No,No,0,0.434,Medium Priority
4.0,894,4.0,16.0,178.8,Google,No,No,1,0.6588,Medium Priority
2.0,1132,1.0,2.0,377.3333333333333,Google,No,No,1,0.4373333333333333,Medium Priority
3.0,941,3.0,9.0,235.25,Direct Traffic,No,No,1,0.50525,Medium Priority
8.0,234,4.0,32.0,26.0,Organic Search,No,No,1,0.986,High Priority
4.0,1075,4.0,16.0,215.0,Organic Search,No,No,0,0.695,Medium Priority
6.0,153,3.0,18.0,21.857142857142858,Google,No,No,0,0.5618571428571429,Medium Priority
5.0,1275,2.5,12.5,212.5,Direct Traffic,No,No,1,0.5875,Medium Priority
2.0,1322,2.0,4.0,440.6666666666667,Google,No,No,0,0.5606666666666666,Medium Priority
3.0,1210,3.0,9.0,302.5,Google,No,No,1,0.5725,Medium Priority
5.0,211,5.0,25.0,35.166666666666664,Organic Search,No,No,0,0.7851666666666667,High Priority
1.0,147,1.0,1.0,73.5,Google,No,No,0,0.1035,Low Priority
7.0,67,7.0,49.0,8.375,Google,No,No,0,1.0,High Priority
6.0,938,6.0,36.0,134.0,Google,No,No,1,1.0,High Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
1.0,832,1.0,1.0,416.0,Olark Chat,No,No,1,0.44600000000000006,Medium Priority
3.0,352,3.0,9.0,88.0,Google,No,No,0,0.358,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
4.0,125,4.0,16.0,25.0,Google,Yes,No,0,0.505,Medium Priority
3.0,258,3.0,9.0,64.5,Direct Traffic,No,No,0,0.3345,Low Priority
2.0,51,2.0,4.0,17.0,Direct Traffic,No,No,0,0.137,Low Priority
3.0,15,1.5,4.5,3.75,Olark Chat,No,No,0,0.13875,Low Priority
1.0,993,1.0,1.0,496.5,Direct Traffic,No,No,1,0.5265,Medium Priority
2.0,883,2.0,4.0,294.3333333333333,Direct Traffic,No,No,0,0.41433333333333333,Medium Priority
5.0,1513,5.0,25.0,252.16666666666666,Direct Traffic,No,No,1,1.0,High Priority
12.0,339,6.0,72.0,26.076923076923077,Organic Search,No,No,0,1.0,High Priority
3.0,30,1.5,4.5,7.5,Direct Traffic,No,No,0,0.14250000000000002,Low Priority
5.0,353,5.0,25.0,58.833333333333336,Google,No,No,0,0.8088333333333333,High Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
2.0,279,2.0,4.0,93.0,Google,No,No,0,0.213,Low Priority
5.0,387,5.0,25.0,64.5,Direct Traffic,No,No,0,0.8145,High Priority
3.0,37,3.0,9.0,9.25,Direct Traffic,No,No,0,0.27925,Low Priority
9.0,413,4.5,40.5,41.3,Organic Search,No,No,0,1.0,High Priority
10.0,68,5.0,50.0,6.181818181818182,Direct Traffic,No,No,0,1.0,High Priority
6.0,983,2.0,12.0,140.42857142857142,Olark Chat,No,No,1,0.5004285714285714,Medium Priority
3.0,40,3.0,9.0,10.0,Direct Traffic,No,No,0,0.28,Low Priority
5.0,1489,5.0,25.0,248.16666666666666,Google,No,No,1,0.9981666666666666,High Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
3.0,250,3.0,9.0,62.5,Direct Traffic,No,No,0,0.3325,Low Priority
6.0,101,6.0,36.0,14.428571428571429,Google,No,No,0,1.0,High Priority
16.0,1059,3.2,51.2,62.294117647058826,Google,No,No,1,1.0,High Priority
5.0,312,2.5,12.5,52.0,Google,No,No,0,0.427,Medium Priority
4.0,320,4.0,16.0,64.0,Google,No,No,0,0.544,Medium Priority
3.0,784,3.0,9.0,196.0,Google,No,No,1,0.466,Medium Priority
2.0,969,1.0,2.0,323.0,Google,No,No,1,0.383,Low Priority
4.0,1184,2.0,8.0,236.8,Google,No,No,1,0.4768,Medium Priority
4.0,995,1.33,5.32,199.0,Google,No,No,1,0.35860000000000003,Low Priority
6.0,481,6.0,36.0,68.71428571428571,Google,No,No,0,1.0,High Priority
3.0,42,1.5,4.5,10.5,Google,No,No,0,0.14550000000000002,Low Priority
4.0,1596,4.0,16.0,319.2,Direct Traffic,Yes,No,0,0.7991999999999999,High Priority
3.0,7,3.0,9.0,1.75,Google,No,No,0,0.27175,Low Priority
11.0,374,11.0,121.0,31.166666666666668,Organic Search,No,No,1,1.0,High Priority
4.0,688,2.0,8.0,137.6,Google,No,No,1,0.3776,Low Priority
5.0,30,5.0,25.0,5.0,Google,No,No,0,0.755,High Priority
12.0,348,3.0,36.0,26.76923076923077,Google,No,No,0,1.0,High Priority
2.0,118,2.0,4.0,39.333333333333336,Direct Traffic,No,No,1,0.15933333333333333,Low Priority
3.0,1024,1.5,4.5,256.0,Direct Traffic,No,No,1,0.391,Low Priority
3.0,1344,3.0,9.0,336.0,Google,No,No,0,0.6060000000000001,Medium Priority
2.0,127,2.0,4.0,42.333333333333336,Google,No,No,0,0.16233333333333333,Low Priority
3.0,783,3.0,9.0,195.75,Google,No,No,0,0.46575,Medium Priority
4.0,152,4.0,16.0,30.4,Google,No,No,0,0.5104,Medium Priority
4.0,847,4.0,16.0,169.4,Google,No,No,1,0.6494,Medium Priority
4.0,1017,4.0,16.0,203.4,Google,No,No,1,0.6834,Medium Priority
4.0,1337,4.0,16.0,267.4,Google,No,No,1,0.7474,High Priority
8.0,367,2.67,21.36,40.77777777777778,Google,No,No,0,0.6815777777777777,Medium Priority
6.0,90,3.0,18.0,12.857142857142858,Google,No,No,0,0.5528571428571429,Medium Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
9.0,186,9.0,81.0,18.6,Organic Search,No,No,0,1.0,High Priority
2.0,1978,2.0,4.0,659.3333333333334,Organic Search,No,No,0,0.7793333333333334,High Priority
5.0,777,5.0,25.0,129.5,Google,Yes,No,1,0.8795,High Priority
0.0,0,0.0,0.0,0.0,Reference,No,No,1,0.0,Low Priority
3.0,31,3.0,9.0,7.75,Direct Traffic,No,No,1,0.27775,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
4.0,62,4.0,16.0,12.4,Google,No,No,1,0.4924,Medium Priority
2.0,931,2.0,4.0,310.3333333333333,Direct Traffic,No,No,1,0.4303333333333333,Medium Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
4.0,1272,4.0,16.0,254.4,Google,No,No,1,0.7343999999999999,High Priority
5.0,324,2.5,12.5,54.0,Google,No,No,0,0.429,Medium Priority
6.0,277,6.0,36.0,39.57142857142857,Google,No,No,0,1.0,High Priority
0.0,0,0.0,0.0,0.0,Olark Chat,Yes,No,0,0.0,Low Priority
4.0,1381,4.0,16.0,276.2,Google,No,No,1,0.7562,High Priority
2.0,535,1.0,2.0,178.33333333333334,Google,No,No,0,0.23833333333333334,Low Priority
2.0,942,2.0,4.0,314.0,Social Media,No,No,1,0.434,Medium Priority
0.0,0,0.0,0.0,0.0,Reference,No,No,1,0.0,Low Priority
6.0,326,6.0,36.0,46.57142857142857,Direct Traffic,No,No,0,1.0,High Priority
2.0,1429,2.0,4.0,476.3333333333333,Google,No,No,1,0.5963333333333334,Medium Priority
4.0,1205,2.0,8.0,241.0,Google,No,No,1,0.481,Medium Priority
2.0,96,2.0,4.0,32.0,Google,Yes,No,0,0.152,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
6.0,5,3.0,18.0,0.7142857142857143,Organic Search,No,No,0,0.5407142857142857,Medium Priority
4.0,1245,2.0,8.0,249.0,Google,No,No,1,0.489,Medium Priority
2.0,1101,1.0,2.0,367.0,Google,No,No,1,0.427,Medium Priority
2.0,826,1.0,2.0,275.3333333333333,Reference,No,No,1,0.3353333333333333,Low Priority
3.0,430,1.5,4.5,107.5,Olark Chat,No,No,1,0.2425,Low Priority
0.0,0,0.0,0.0,0.0,Reference,No,No,1,0.0,Low Priority
2.0,345,2.0,4.0,115.0,Organic Search,No,No,1,0.235,Low Priority
0.0,0,0.0,0.0,0.0,Reference,No,No,1,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Reference,No,No,1,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Reference,No,No,1,0.0,Low Priority
14.0,1241,3.5,49.0,82.73333333333333,Google,No,No,1,1.0,High Priority
0.0,0,0.0,0.0,0.0,Reference,No,No,1,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Reference,No,No,1,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Reference,No,No,1,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Reference,No,No,1,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Reference,No,No,1,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Reference,No,No,1,0.0,Low Priority
